,Stacja,Rok,Miesiąc,Absolutna temperatura maksymalna [°C],Absolutna temperatura minimalna [°C],Średnia temperatura maksymalna [°C],Średnia temperatura minimalna [°C],Średnia temperatura miesięczna [°C],Miesieczna suma opadów [mm]
3488,LĄDEK-ZDRÓJ,2000,11,13.9,-4.0,9.9,3.9,6.6,73.9
3489,LĄDEK-ZDRÓJ,2000,12,12.0,-13.9,3.9,-2.4,0.6,33.8
574,KARPACZ,2001,1,9.5,-9.1,2.6,-3.0,-0.3,43.6
575,KARPACZ,2001,2,15.0,-15.6,4.1,-3.0,0.2,66.1
576,KARPACZ,2001,3,13.5,-8.6,6.4,-0.7,2.6,74.5
577,KARPACZ,2001,4,21.5,-5.1,10.5,2.0,6.1,106.4
578,KARPACZ,2001,5,24.5,2.8,17.9,8.4,13.3,85.9
579,KARPACZ,2001,6,25.0,3.8,16.9,8.5,13.0,170.6
580,KARPACZ,2001,7,27.0,9.4,21.4,12.9,17.3,259.5
581,KARPACZ,2001,8,29.0,6.3,22.3,13.6,17.6,87.8
582,KARPACZ,2001,9,20.5,3.3,13.6,7.9,10.5,147.4
583,KARPACZ,2001,10,23.5,3.8,16.0,8.3,11.4,30.8
584,KARPACZ,2001,11,16.0,-8.1,4.7,-0.9,1.6,95.6
585,KARPACZ,2001,12,6.0,-15.6,0.2,-6.7,-3.4,134.9
598,PSZENNO,2001,1,13.5,-6.7,4.9,-1.3,1.1,17.0
599,PSZENNO,2001,2,15.0,-16.3,6.7,-2.0,1.6,25.7
600,PSZENNO,2001,3,17.5,-5.3,9.0,0.7,3.9,60.4
601,PSZENNO,2001,4,24.6,-1.3,13.8,3.5,8.0,53.2
602,PSZENNO,2001,5,27.9,2.6,21.3,9.3,14.9,48.7
603,PSZENNO,2001,6,28.4,5.2,20.7,10.6,15.3,75.6
604,PSZENNO,2001,7,30.8,12.0,24.8,14.6,19.2,225.8
605,PSZENNO,2001,8,31.4,7.6,25.9,14.8,19.6,76.1
606,PSZENNO,2001,9,23.0,3.8,17.0,9.7,12.7,96.6
607,PSZENNO,2001,10,26.1,3.3,18.6,9.9,13.3,15.7
608,PSZENNO,2001,11,20.1,-5.1,7.9,0.8,3.6,26.8
609,PSZENNO,2001,12,7.5,-13.7,2.2,-4.6,-1.6,32.8
634,SŁOSZÓW,2001,1,7.0,-13.0,0.5,-3.0,-1.4,31.4
635,SŁOSZÓW,2001,2,10.0,-18.0,2.7,-3.8,-1.0,54.4
636,SŁOSZÓW,2001,3,12.0,-7.0,3.7,-0.3,1.6,92.2
637,SŁOSZÓW,2001,4,20.0,-3.2,9.2,2.5,5.6,65.4
638,SŁOSZÓW,2001,5,23.0,2.8,16.5,8.0,12.6,107.9
639,SŁOSZÓW,2001,6,22.1,4.8,15.5,9.9,12.9,111.7
640,SŁOSZÓW,2001,7,28.4,12.0,20.0,14.7,17.3,180.4
641,SŁOSZÓW,2001,8,28.0,8.8,20.0,14.8,17.2,90.0
642,SŁOSZÓW,2001,9,20.1,4.8,11.8,8.7,10.0,142.7
643,SŁOSZÓW,2001,10,21.1,3.0,13.3,8.8,10.7,43.4
644,SŁOSZÓW,2001,11,16.0,-13.2,1.7,-1.6,-0.1,101.1
645,SŁOSZÓW,2001,12,-0.6,-15.0,-2.9,-7.2,-5.0,87.2
646,LĄDEK-ZDRÓJ,2001,1,11.0,-14.1,1.9,-3.6,-1.2,39.1
647,LĄDEK-ZDRÓJ,2001,2,12.0,-14.1,4.1,-4.0,-0.5,44.0
648,LĄDEK-ZDRÓJ,2001,3,14.9,-5.5,6.0,-0.1,2.6,51.6
649,LĄDEK-ZDRÓJ,2001,4,23.2,-2.0,11.4,2.3,6.1,73.0
650,LĄDEK-ZDRÓJ,2001,5,25.8,-1.0,19.0,6.9,12.8,97.2
651,LĄDEK-ZDRÓJ,2001,6,27.3,2.0,18.3,7.0,12.7,161.6
652,LĄDEK-ZDRÓJ,2001,7,30.8,9.0,22.3,12.3,17.2,220.1
653,LĄDEK-ZDRÓJ,2001,8,29.8,5.0,23.3,11.7,17.0,55.4
654,LĄDEK-ZDRÓJ,2001,9,21.2,3.5,14.6,8.2,10.9,128.6
655,LĄDEK-ZDRÓJ,2001,10,23.7,1.0,16.0,7.5,11.0,38.9
656,LĄDEK-ZDRÓJ,2001,11,16.8,-8.5,4.7,-1.6,1.1,56.9
657,LĄDEK-ZDRÓJ,2001,12,3.5,-17.7,-0.5,-7.6,-4.2,58.0
562,KARPACZ,2002,1,13.5,-15.6,3.8,-3.6,-0.2,57.2
563,KARPACZ,2002,2,16.5,-10.8,7.4,0.4,3.7,94.1
564,KARPACZ,2002,3,17.0,-5.2,8.1,-0.1,3.5,73.4
565,KARPACZ,2002,4,17.5,-5.2,10.5,3.1,6.6,76.4
566,KARPACZ,2002,5,25.0,6.8,19.6,10.5,15.0,76.3
567,KARPACZ,2002,6,29.5,3.9,20.8,11.3,16.3,90.0
568,KARPACZ,2002,7,29.0,7.3,22.4,12.9,17.8,99.3
569,KARPACZ,2002,8,25.5,11.3,22.5,13.9,18.0,223.9
570,KARPACZ,2002,9,22.5,1.9,15.1,7.2,10.8,110.3
571,KARPACZ,2002,10,16.0,-1.6,9.9,3.8,6.6,116.5
572,KARPACZ,2002,11,17.4,-7.2,8.0,0.8,4.3,92.1
573,KARPACZ,2002,12,9.9,-14.7,0.2,-6.1,-3.3,49.4
586,PSZENNO,2002,1,15.5,-16.5,5.3,-2.1,1.1,15.0
587,PSZENNO,2002,2,16.0,-8.1,10.3,2.1,5.5,19.2
588,PSZENNO,2002,3,19.1,-1.6,11.2,1.9,5.7,16.1
589,PSZENNO,2002,4,22.4,-3.7,14.6,4.4,8.7,31.1
590,PSZENNO,2002,5,28.9,6.2,23.3,11.5,16.7,53.8
591,PSZENNO,2002,6,33.3,7.0,24.3,13.2,18.5,53.3
592,PSZENNO,2002,7,33.4,8.3,26.9,14.1,20.1,150.9
593,PSZENNO,2002,8,29.1,12.0,26.0,15.3,20.1,229.2
594,PSZENNO,2002,9,26.5,3.0,18.4,8.7,12.9,45.2
595,PSZENNO,2002,10,19.1,0.0,12.6,5.4,8.4,47.5
596,PSZENNO,2002,11,21.1,-2.8,9.7,2.6,5.6,51.5
597,PSZENNO,2002,12,9.0,-14.5,0.9,-5.6,-2.8,29.0
622,SŁOSZÓW,2002,1,10.0,-21.9,-0.2,-4.7,-2.6,63.4
623,SŁOSZÓW,2002,2,11.8,-11.8,5.0,-1.1,1.9,138.1
624,SŁOSZÓW,2002,3,16.8,-4.2,7.2,-0.4,2.9,51.6
625,SŁOSZÓW,2002,4,17.2,-6.7,10.2,1.7,5.5,50.0
626,SŁOSZÓW,2002,5,24.9,3.8,19.6,9.4,14.3,37.4
627,SŁOSZÓW,2002,6,31.0,4.8,21.5,10.0,15.7,102.6
628,SŁOSZÓW,2002,7,30.8,6.8,22.8,11.4,17.2,66.3
629,SŁOSZÓW,2002,8,26.5,8.3,22.9,12.2,16.9,199.5
630,SŁOSZÓW,2002,9,23.9,-1.2,15.4,5.8,10.1,67.5
631,SŁOSZÓW,2002,10,14.9,-3.2,9.0,2.8,5.5,97.3
632,SŁOSZÓW,2002,11,15.9,-9.0,7.2,1.0,3.8,74.8
633,SŁOSZÓW,2002,12,5.6,-18.1,-1.4,-7.5,-4.7,59.4
634,LĄDEK-ZDRÓJ,2002,1,12.5,-21.2,2.0,-5.4,-2.1,26.1
635,LĄDEK-ZDRÓJ,2002,2,13.4,-10.1,7.5,-0.1,3.3,47.6
636,LĄDEK-ZDRÓJ,2002,3,17.8,-3.0,8.6,0.1,3.6,39.1
637,LĄDEK-ZDRÓJ,2002,4,18.3,-5.5,11.7,1.9,6.4,34.4
638,LĄDEK-ZDRÓJ,2002,5,26.8,3.0,21.1,8.7,14.9,38.6
639,LĄDEK-ZDRÓJ,2002,6,32.3,5.0,22.4,8.5,15.7,75.0
640,LĄDEK-ZDRÓJ,2002,7,31.3,7.2,24.2,11.8,17.9,67.0
641,LĄDEK-ZDRÓJ,2002,8,27.8,8.7,23.8,12.5,17.5,211.7
642,LĄDEK-ZDRÓJ,2002,9,24.8,-1.2,15.9,6.8,10.5,102.9
643,LĄDEK-ZDRÓJ,2002,10,17.2,-2.2,9.9,3.4,6.4,69.9
644,LĄDEK-ZDRÓJ,2002,11,17.3,-5.7,8.3,2.9,5.3,49.7
645,LĄDEK-ZDRÓJ,2002,12,7.5,-17.4,-0.8,-7.6,-4.6,49.3
563,KARPACZ,2003,1,7.9,-19.5,1.5,-6.1,-2.4,92.0
564,KARPACZ,2003,2,10.4,-14.2,0.3,-8.4,-4.6,15.5
565,KARPACZ,2003,3,17.4,-9.8,7.9,-1.1,2.7,31.0
566,KARPACZ,2003,4,22.9,-7.7,10.6,1.7,6.1,57.7
567,KARPACZ,2003,5,29.4,1.9,19.3,9.2,14.3,57.7
568,KARPACZ,2003,6,28.4,8.3,22.6,12.4,17.8,40.4
569,KARPACZ,2003,7,29.9,9.8,22.0,12.4,17.3,148.4
570,KARPACZ,2003,8,30.4,7.3,23.6,12.4,17.9,55.9
571,KARPACZ,2003,9,26.4,2.9,17.4,8.6,12.5,60.5
572,KARPACZ,2003,10,18.4,-7.2,7.3,1.1,3.9,77.2
573,KARPACZ,2003,11,16.4,-4.2,9.5,2.3,5.3,17.7
574,KARPACZ,2003,12,9.9,-11.3,4.6,-2.4,0.8,88.7
587,PSZENNO,2003,1,9.5,-19.7,2.8,-4.5,-1.2,38.8
588,PSZENNO,2003,2,13.6,-13.5,3.4,-5.9,-2.3,4.7
589,PSZENNO,2003,3,21.9,-6.6,11.8,0.2,4.6,15.5
590,PSZENNO,2003,4,24.6,-4.3,14.0,2.5,7.8,30.1
591,PSZENNO,2003,5,30.2,3.5,21.3,10.1,15.7,81.7
592,PSZENNO,2003,6,31.8,9.1,25.1,13.1,19.4,27.6
593,PSZENNO,2003,7,34.7,9.1,25.3,13.6,19.5,73.4
594,PSZENNO,2003,8,35.3,9.1,27.1,13.9,20.3,41.3
595,PSZENNO,2003,9,29.7,2.4,20.7,9.7,14.4,46.2
596,PSZENNO,2003,10,19.4,-7.0,9.9,2.5,5.8,41.5
597,PSZENNO,2003,11,17.0,-5.4,10.3,3.4,6.3,15.3
598,PSZENNO,2003,12,12.3,-11.0,5.7,-0.7,2.2,42.6
623,SŁOSZÓW,2003,1,5.8,-21.9,-0.4,-6.3,-3.6,67.1
624,SŁOSZÓW,2003,2,7.7,-22.5,-1.4,-10.2,-6.4,17.2
625,SŁOSZÓW,2003,3,17.5,-11.9,7.0,-3.0,1.3,18.9
626,SŁOSZÓW,2003,4,23.5,-9.4,10.4,-1.4,4.4,43.0
627,SŁOSZÓW,2003,5,26.4,-1.0,18.6,7.0,12.7,114.5
628,SŁOSZÓW,2003,6,27.8,5.4,22.7,9.7,16.7,42.6
629,SŁOSZÓW,2003,7,30.8,5.5,22.2,10.8,16.5,111.6
630,SŁOSZÓW,2003,8,31.9,4.2,23.9,9.8,16.5,53.6
631,SŁOSZÓW,2003,9,27.1,-1.0,17.5,5.3,10.7,44.2
632,SŁOSZÓW,2003,10,17.1,-8.0,7.2,-0.1,3.2,112.8
633,SŁOSZÓW,2003,11,14.3,-8.4,8.2,0.6,3.9,26.0
634,SŁOSZÓW,2003,12,9.1,-15.8,2.0,-3.8,-1.1,122.5
635,LĄDEK-ZDRÓJ,2003,1,8.5,-21.9,0.5,-6.3,-3.2,42.0
636,LĄDEK-ZDRÓJ,2003,2,7.2,-20.3,-0.3,-9.5,-5.6,15.2
637,LĄDEK-ZDRÓJ,2003,3,17.8,-10.8,8.3,-2.4,1.7,40.0
638,LĄDEK-ZDRÓJ,2003,4,23.3,-7.3,11.2,0.5,5.2,41.4
639,LĄDEK-ZDRÓJ,2003,5,27.6,0.3,20.3,8.5,13.8,106.0
640,LĄDEK-ZDRÓJ,2003,6,31.2,6.7,24.2,11.4,17.6,60.4
641,LĄDEK-ZDRÓJ,2003,7,30.4,7.4,23.2,12.2,17.3,114.6
642,LĄDEK-ZDRÓJ,2003,8,32.2,5.4,25.3,11.3,17.6,52.7
643,LĄDEK-ZDRÓJ,2003,9,28.1,0.6,19.1,6.9,11.9,54.0
644,LĄDEK-ZDRÓJ,2003,10,19.3,-6.5,8.2,1.4,4.3,84.9
645,LĄDEK-ZDRÓJ,2003,11,14.0,-7.2,8.6,2.0,4.9,27.4
646,LĄDEK-ZDRÓJ,2003,12,9.8,-15.1,3.2,-3.3,-0.4,65.6
561,KARPACZ,2004,1,5.9,-16.1,-0.6,-6.2,-3.6,89.8
562,KARPACZ,2004,2,14.4,-12.2,2.8,-2.6,0.0,86.1
563,KARPACZ,2004,3,18.4,-10.8,5.6,-0.9,1.9,110.5
564,KARPACZ,2004,4,19.9,-1.6,12.1,3.6,7.7,41.7
565,KARPACZ,2004,5,19.9,0.9,14.3,6.3,10.4,86.4
566,KARPACZ,2004,6,24.4,5.8,18.6,9.3,14.2,88.1
567,KARPACZ,2004,7,26.4,6.8,20.8,11.3,16.1,98.2
568,KARPACZ,2004,8,28.4,6.3,22.1,12.8,17.4,71.5
569,KARPACZ,2004,9,22.4,2.9,16.7,7.7,11.8,50.2
570,KARPACZ,2004,10,23.4,-1.6,13.2,6.0,9.2,42.4
571,KARPACZ,2004,11,16.9,-7.7,6.2,0.1,2.9,134.1
572,KARPACZ,2004,12,8.4,-8.8,3.7,-2.4,0.4,37.8
585,PSZENNO,2004,1,6.6,-21.2,-0.2,-6.5,-3.3,23.0
586,PSZENNO,2004,2,15.9,-10.0,4.8,-0.6,1.9,32.0
587,PSZENNO,2004,3,20.9,-8.0,8.0,1.4,4.3,57.8
588,PSZENNO,2004,4,22.0,-0.6,14.8,4.6,9.3,25.3
589,PSZENNO,2004,5,23.2,3.0,17.5,7.8,12.5,50.6
590,PSZENNO,2004,6,27.4,7.6,22.1,11.2,16.5,51.6
591,PSZENNO,2004,7,29.5,7.5,23.6,12.9,18.0,69.3
592,PSZENNO,2004,8,33.4,6.3,25.7,13.3,19.1,36.5
593,PSZENNO,2004,9,27.5,3.1,20.4,9.5,14.4,25.7
594,PSZENNO,2004,10,25.0,-0.7,15.6,7.5,10.7,27.9
595,PSZENNO,2004,11,17.1,-5.1,7.5,2.1,4.5,75.8
596,PSZENNO,2004,12,11.5,-8.1,4.9,-0.8,1.7,15.0
621,SŁOSZÓW,2004,1,4.2,-23.3,-1.9,-8.0,-5.1,65.9
622,SŁOSZÓW,2004,2,9.9,-14.5,1.4,-4.1,-1.3,55.7
623,SŁOSZÓW,2004,3,17.4,-17.5,4.7,-2.3,0.8,68.6
624,SŁOSZÓW,2004,4,18.5,-3.9,11.8,1.0,6.1,56.5
625,SŁOSZÓW,2004,5,21.6,-1.5,14.2,4.3,9.5,65.4
626,SŁOSZÓW,2004,6,23.4,3.9,18.0,7.6,13.2,113.8
627,SŁOSZÓW,2004,7,28.7,4.4,20.5,9.8,15.0,92.2
628,SŁOSZÓW,2004,8,28.8,3.0,22.2,10.6,16.2,69.1
629,SŁOSZÓW,2004,9,23.4,-0.5,16.4,5.8,10.8,51.1
630,SŁOSZÓW,2004,10,20.1,-5.1,12.9,3.9,7.9,47.8
631,SŁOSZÓW,2004,11,14.9,-6.9,4.9,-0.2,2.1,122.1
632,SŁOSZÓW,2004,12,8.5,-14.6,0.8,-3.8,-1.5,31.0
633,LĄDEK-ZDRÓJ,2004,1,4.3,-21.4,-1.1,-7.5,-4.7,40.3
634,LĄDEK-ZDRÓJ,2004,2,13.3,-9.8,3.2,-2.7,0.0,82.9
635,LĄDEK-ZDRÓJ,2004,3,19.5,-15.0,6.1,-1.7,1.5,107.2
636,LĄDEK-ZDRÓJ,2004,4,20.7,-3.2,12.9,2.6,7.1,54.5
637,LĄDEK-ZDRÓJ,2004,5,22.0,0.5,15.8,5.6,10.4,78.5
638,LĄDEK-ZDRÓJ,2004,6,26.5,5.3,20.3,8.8,14.5,76.4
639,LĄDEK-ZDRÓJ,2004,7,29.0,4.6,22.0,10.3,15.7,50.2
640,LĄDEK-ZDRÓJ,2004,8,30.7,4.8,23.5,11.7,17.0,62.9
641,LĄDEK-ZDRÓJ,2004,9,24.9,0.0,17.9,7.2,11.6,28.8
642,LĄDEK-ZDRÓJ,2004,10,21.5,-2.3,13.8,5.6,9.0,37.9
643,LĄDEK-ZDRÓJ,2004,11,15.1,-7.7,6.7,0.4,3.1,96.0
644,LĄDEK-ZDRÓJ,2004,12,7.5,-13.1,2.3,-2.9,-0.7,11.7
571,KARPACZ,2005,1,13.0,-13.7,2.8,-2.6,0.2,100.0
572,KARPACZ,2005,2,6.9,-12.2,-0.5,-5.7,-3.3,108.6
573,KARPACZ,2005,3,15.4,-14.7,4.4,-3.6,0.3,56.0
574,KARPACZ,2005,4,17.9,-6.2,13.1,3.2,8.0,43.1
575,KARPACZ,2005,5,29.4,-6.2,17.1,7.4,12.3,86.1
576,KARPACZ,2005,6,28.9,1.9,19.3,9.6,14.6,108.2
577,KARPACZ,2005,7,32.3,7.8,21.7,12.2,17.1,191.3
578,KARPACZ,2005,8,24.9,4.9,19.3,10.5,14.6,129.1
579,KARPACZ,2005,9,26.4,1.9,18.2,9.1,13.1,109.5
580,KARPACZ,2005,10,19.4,-1.6,14.3,6.0,9.6,10.2
581,KARPACZ,2005,11,16.4,-10.3,5.8,-0.7,1.9,49.6
582,KARPACZ,2005,12,5.9,-12.2,1.3,-3.9,-1.3,124.0
595,PSZENNO,2005,1,13.3,-13.5,4.3,-1.1,1.5,48.5
596,PSZENNO,2005,2,6.9,-14.2,1.1,-4.7,-2.2,38.3
597,PSZENNO,2005,3,17.6,-13.9,6.3,-2.3,1.4,16.3
598,PSZENNO,2005,4,20.6,-3.1,15.4,3.9,9.2,33.2
599,PSZENNO,2005,5,32.6,1.1,19.2,8.7,13.9,110.3
600,PSZENNO,2005,6,30.9,3.6,21.5,11.1,16.4,44.7
601,PSZENNO,2005,7,35.5,7.6,24.0,13.7,18.8,149.8
602,PSZENNO,2005,8,30.5,7.1,23.2,11.6,16.9,74.4
603,PSZENNO,2005,9,28.6,1.5,21.5,9.6,14.7,35.0
604,PSZENNO,2005,10,21.0,-1.5,16.1,6.2,10.3,2.5
605,PSZENNO,2005,11,16.5,-7.6,8.0,0.4,3.5,26.1
606,PSZENNO,2005,12,7.9,-9.1,3.5,-1.8,0.6,62.2
631,SŁOSZÓW,2005,1,10.1,-16.5,0.5,-3.9,-1.9,108.8
632,SŁOSZÓW,2005,2,5.8,-18.5,-1.9,-7.7,-5.2,66.0
633,SŁOSZÓW,2005,3,14.3,-17.5,3.0,-5.7,-1.9,44.3
634,SŁOSZÓW,2005,4,17.4,-6.4,13.0,0.5,6.3,45.7
635,SŁOSZÓW,2005,5,28.8,-2.0,16.8,4.9,11.1,162.9
636,SŁOSZÓW,2005,6,26.9,0.5,19.2,7.6,13.8,92.4
637,SŁOSZÓW,2005,7,31.8,5.1,21.6,11.1,16.3,152.7
638,SŁOSZÓW,2005,8,25.9,2.6,19.2,8.8,13.7,71.1
639,SŁOSZÓW,2005,9,25.9,0.2,18.3,6.7,11.6,46.7
640,SŁOSZÓW,2005,10,18.4,-3.6,13.6,2.7,6.7,8.6
641,SŁOSZÓW,2005,11,14.2,-10.3,4.0,-1.7,0.8,42.7
642,SŁOSZÓW,2005,12,5.0,-13.0,-0.2,-4.7,-2.4,82.6
643,LĄDEK-ZDRÓJ,2005,1,12.8,-14.2,2.4,-3.1,-0.6,79.8
644,LĄDEK-ZDRÓJ,2005,2,6.9,-16.8,-0.4,-6.1,-3.6,90.7
645,LĄDEK-ZDRÓJ,2005,3,15.9,-16.0,4.8,-5.0,-0.7,41.9
646,LĄDEK-ZDRÓJ,2005,4,19.2,-5.2,13.7,1.8,7.1,53.8
647,LĄDEK-ZDRÓJ,2005,5,30.9,-1.0,18.3,6.6,12.0,152.0
648,LĄDEK-ZDRÓJ,2005,6,28.9,1.7,20.0,9.5,14.6,67.8
649,LĄDEK-ZDRÓJ,2005,7,32.7,6.0,22.9,12.8,17.6,164.9
650,LĄDEK-ZDRÓJ,2005,8,26.9,5.0,20.9,10.1,14.9,117.6
651,LĄDEK-ZDRÓJ,2005,9,25.7,1.0,19.8,8.3,12.9,62.8
652,LĄDEK-ZDRÓJ,2005,10,18.6,-0.5,14.3,4.9,8.4,10.2
653,LĄDEK-ZDRÓJ,2005,11,14.5,-11.5,5.6,-0.3,2.1,54.4
654,LĄDEK-ZDRÓJ,2005,12,4.3,-12.0,0.7,-4.0,-1.8,114.6
574,KARPACZ,2006,1,6.9,-21.5,-0.1,-7.7,-4.4,37.3
575,KARPACZ,2006,2,6.9,-15.6,-0.1,-5.7,-3.0,40.2
576,KARPACZ,2006,3,15.4,-10.8,2.5,-3.6,-0.7,83.1
577,KARPACZ,2006,4,20.4,-2.1,11.9,3.6,7.2,66.0
578,KARPACZ,2006,5,22.3,2.4,16.6,6.9,11.9,51.4
579,KARPACZ,2006,6,28.5,0.9,21.0,10.0,15.8,92.1
580,KARPACZ,2006,7,31.1,8.4,26.1,14.1,20.4,40.7
581,KARPACZ,2006,8,27.0,7.9,18.4,10.7,14.2,381.2
582,KARPACZ,2006,9,24.4,4.9,20.1,11.3,15.1,21.3
583,KARPACZ,2006,10,22.9,-1.6,15.0,6.6,10.2,33.3
584,KARPACZ,2006,11,19.8,-4.5,9.9,2.6,5.8,70.3
585,KARPACZ,2006,12,15.8,-5.5,7.0,0.6,3.5,66.8
598,PSZENNO,2006,1,6.5,-26.1,0.0,-8.9,-5.0,25.5
599,PSZENNO,2006,2,8.9,-17.7,1.5,-4.5,-1.7,26.6
600,PSZENNO,2006,3,16.9,-12.5,5.0,-2.1,1.1,33.8
601,PSZENNO,2006,4,22.4,-1.0,14.8,5.0,9.3,60.1
602,PSZENNO,2006,5,25.5,3.5,19.4,8.0,13.7,21.9
603,PSZENNO,2006,6,33.0,1.4,24.4,11.4,17.8,50.4
604,PSZENNO,2006,7,35.8,8.5,30.3,14.7,22.8,20.7
605,PSZENNO,2006,8,29.0,8.8,21.6,13.1,16.8,274.4
606,PSZENNO,2006,9,27.5,6.6,22.7,11.3,16.1,15.0
607,PSZENNO,2006,10,22.9,-0.6,16.9,7.7,11.7,34.4
608,PSZENNO,2006,11,20.4,-2.0,12.1,4.0,7.6,47.7
609,PSZENNO,2006,12,13.8,-4.0,7.6,2.4,4.9,30.8
634,SŁOSZÓW,2006,1,1.9,-24.3,-2.5,-10.7,-7.5,31.9
635,SŁOSZÓW,2006,2,5.3,-20.9,-1.3,-7.2,-4.5,40.2
636,SŁOSZÓW,2006,3,14.9,-13.9,1.4,-4.5,-1.9,58.3
637,SŁOSZÓW,2006,4,19.9,-5.4,11.6,1.8,6.2,92.5
638,SŁOSZÓW,2006,5,21.4,0.5,16.0,4.7,10.7,84.0
639,SŁOSZÓW,2006,6,29.4,-0.3,20.6,8.5,15.2,78.3
640,SŁOSZÓW,2006,7,30.9,5.4,26.2,11.2,19.3,18.4
641,SŁOSZÓW,2006,8,26.3,5.9,18.3,9.5,13.8,263.4
642,SŁOSZÓW,2006,9,24.7,1.6,20.1,6.6,12.4,31.4
643,SŁOSZÓW,2006,10,19.5,-5.4,14.7,4.3,8.8,54.4
644,SŁOSZÓW,2006,11,16.4,-6.9,8.0,1.3,4.4,100.5
645,SŁOSZÓW,2006,12,12.9,-6.5,5.2,-1.0,1.9,50.7
646,LĄDEK-ZDRÓJ,2006,1,2.5,-24.6,-2.0,-10.6,-7.0,40.6
647,LĄDEK-ZDRÓJ,2006,2,7.1,-21.2,0.0,-6.6,-3.8,60.3
648,LĄDEK-ZDRÓJ,2006,3,14.1,-11.6,3.0,-4.0,-1.0,67.5
649,LĄDEK-ZDRÓJ,2006,4,21.5,-3.6,12.6,2.7,7.0,91.6
650,LĄDEK-ZDRÓJ,2006,5,22.6,1.0,17.6,5.2,11.5,61.7
651,LĄDEK-ZDRÓJ,2006,6,32.0,1.5,22.0,8.8,15.7,121.2
652,LĄDEK-ZDRÓJ,2006,7,33.0,6.5,27.2,11.6,19.7,43.1
653,LĄDEK-ZDRÓJ,2006,8,28.2,6.3,19.3,11.2,14.7,318.6
654,LĄDEK-ZDRÓJ,2006,9,25.0,4.1,21.3,8.6,13.7,39.6
655,LĄDEK-ZDRÓJ,2006,10,20.3,-3.3,15.5,6.4,10.1,34.9
656,LĄDEK-ZDRÓJ,2006,11,16.4,-7.7,9.0,2.2,5.3,103.0
657,LĄDEK-ZDRÓJ,2006,12,11.9,-7.3,5.8,0.2,2.8,34.8
567,KARPACZ,2007,1,10.8,-12.5,6.0,0.1,2.9,179.4
568,KARPACZ,2007,2,9.8,-5.0,5.8,-0.2,2.4,66.9
569,KARPACZ,2007,3,16.3,-3.5,9.0,1.4,4.8,91.0
570,KARPACZ,2007,4,22.4,-2.1,15.7,4.0,9.7,7.4
571,KARPACZ,2007,5,27.0,-1.6,19.2,7.9,13.6,89.2
572,KARPACZ,2007,6,26.3,6.9,21.3,11.6,16.6,124.5
573,KARPACZ,2007,7,32.0,6.9,21.7,12.1,16.8,154.7
574,KARPACZ,2007,8,27.5,4.0,21.4,11.1,16.1,98.6
575,KARPACZ,2007,9,21.5,2.5,14.8,7.0,10.5,216.0
576,KARPACZ,2007,10,19.3,-2.5,10.6,3.6,6.5,53.2
577,KARPACZ,2007,11,12.8,-6.5,4.6,-1.2,1.5,75.0
578,KARPACZ,2007,12,10.3,-11.7,3.2,-2.6,-0.2,93.7
591,PSZENNO,2007,1,14.4,-17.4,7.6,1.8,4.6,56.4
592,PSZENNO,2007,2,11.9,-4.0,6.5,0.3,3.0,24.8
593,PSZENNO,2007,3,18.1,-1.5,10.7,1.5,5.6,42.7
594,PSZENNO,2007,4,25.5,-2.0,16.9,3.4,10.1,2.3
595,PSZENNO,2007,5,30.5,-1.1,21.6,8.0,15.0,38.1
596,PSZENNO,2007,6,31.5,5.5,24.8,12.0,18.9,67.1
597,PSZENNO,2007,7,34.5,8.2,24.4,13.3,18.9,131.4
598,PSZENNO,2007,8,31.0,5.5,24.4,12.6,18.2,94.9
599,PSZENNO,2007,9,24.2,3.6,17.1,8.5,12.4,84.0
600,PSZENNO,2007,10,21.4,-3.0,12.0,4.3,7.8,46.6
601,PSZENNO,2007,11,13.8,-5.3,5.2,-0.2,2.6,45.8
602,PSZENNO,2007,12,11.4,-8.4,3.1,-1.7,0.8,17.9
627,SŁOSZÓW,2007,1,11.9,-16.5,4.4,-0.5,1.9,112.3
628,SŁOSZÓW,2007,2,8.5,-5.4,4.1,-1.5,1.0,48.9
629,SŁOSZÓW,2007,3,18.0,-7.4,8.5,-1.5,2.9,65.1
630,SŁOSZÓW,2007,4,22.5,-5.9,15.2,0.1,7.5,7.7
631,SŁOSZÓW,2007,5,27.7,-4.9,18.8,5.8,12.6,45.6
632,SŁOSZÓW,2007,6,27.5,3.4,21.9,9.8,16.3,94.6
633,SŁOSZÓW,2007,7,31.9,6.6,22.0,11.2,16.6,133.7
634,SŁOSZÓW,2007,8,26.9,2.0,21.6,8.6,15.2,103.2
635,SŁOSZÓW,2007,9,20.8,-0.2,14.7,5.3,9.4,130.7
636,SŁOSZÓW,2007,10,19.8,-3.9,9.9,1.8,5.2,46.6
637,SŁOSZÓW,2007,11,9.8,-10.0,2.9,-2.6,0.0,64.3
638,SŁOSZÓW,2007,12,9.3,-12.0,0.5,-3.5,-1.8,82.3
639,LĄDEK-ZDRÓJ,2007,1,12.9,-14.6,6.1,0.6,3.1,86.2
640,LĄDEK-ZDRÓJ,2007,2,9.5,-4.6,5.3,-0.6,2.0,37.9
641,LĄDEK-ZDRÓJ,2007,3,18.7,-5.0,9.4,0.2,4.2,75.3
